name,industry,headquarters,fortune_500_rank,notes,traded_as,founded,key_people,revenue,employees,website,wikipedia_url,subsidiaries,founders,services,type
Trulia,Real estate,"San Francisco, California, US",,,,2005; 19 years ago (2005),,,,,https://en.wikipedia.org/wiki/Trulia,,,,
BevMo!,Retailing,Concord,,,,"Concord, California, U.S. (January 1994)[1]",,US$500 million (September 2009)[3],"2,000 (as of November 2020[update])[4]",bevmo.com,https://en.wikipedia.org/wiki/BevMo!,,,,
California Closets,"Retail, Manufacturing","Richmond, California, United States",,,,"Woodland Hills, California (1978)",['Charlie Chase (President & CEO)'],,,www.californiaclosets.com,https://en.wikipedia.org/wiki/California_Closets,,,,
Cost Plus Inc.,"Retail, online shopping","Alameda, California, U.S.",,,,"1958; 66 years ago (1958)Fisherman's Wharf, San Francisco, California, U.S.","['Alex Smith', 'Executive Chairman']",US$963.83 million (2011)[1],"6,127[1]",www.worldmarket.com,https://en.wikipedia.org/wiki/Cost_Plus_World_Market,,,,
Gap.com,Retail,"San Francisco, U.S.",,,NYSE: GAPS&P 400 component,"August 21, 1969; 55 years ago (1969-08-21)
in San Francisco, California, U.S.","['Richard Dickson (CEO)', 'Bob Martin (Chairman)', 'Katrina O’Connell (CFO)']",US$15.616 billion(2022)[1],"117,000 (2021)[1]",gap.comgapinc.com,https://en.wikipedia.org/wiki/Gap.com,"['Banana Republic', 'Old Navy', 'Gap', 'Athleta']","['Donald Fisher', 'Doris F. Fisher']",,
Grocery Outlet,Discount retail / Grocery,"Emeryville, California, U.S.",,,Nasdaq: GOS&P 600 component,"June 11, 1946; 78 years ago (June 11, 1946), in San Francisco, California, U.S.",['Eric Lindberg (CEO)[1]'],US$3.970 billion (2024),949 (2024),groceryoutlet.com,https://en.wikipedia.org/wiki/Grocery_Outlet,,,['Discount retailSupermarket'],
Gymboree,"Retail (original), eCommerce",San Francisco,,,,1976; 48 years ago (1976),,,,www.Gymboree.com,https://en.wikipedia.org/wiki/Gymboree,,,,
Jos. A. Bank,Clothier,"Fremont, California, U.S.",,,,"1905; 119 years ago (1905)Baltimore, Maryland, U.S.",,,,www.josbank.com,https://en.wikipedia.org/wiki/Jos._A._Bank,,['Charles BankJoseph Alfred Bank'],,
Levi's,Textile,"Levi's Plaza, San Francisco, California, US",,,NYSE: LEVI (Class A),"May 1, 1853; 171 years ago (1853-05-01) (as David Stern & Levi Strauss)",['Michelle Gass (CEO);[2] Harmit Singh (CFO);[2] Stephen Neal (Chairman)[3]'],$5.764 billion (2021)[4],"15,100[8] (2018)",levistrauss.comlevi.com,https://en.wikipedia.org/wiki/Levi%27s,,,,
Macys.com,Retail,"New York City[1], U.S.",,,,"October 28, 1858; 166 years ago (1858-10-28), in New York City, U.S.",['Tony Spring (chairman/CEO)[2]'],,,macys.com,https://en.wikipedia.org/wiki/Macys.com,"[""Macy's Furniture Gallery"", ""Market by Macy's[3]"", ""Macy's Backstage[4]""]",,,
Minted,"Marketplace, E-commerce","San Francisco, California, United States",,,,2007,,,375,www.minted.com,https://en.wikipedia.org/wiki/Minted,,,,
Pottery Barn,Home furnishing,"San Francisco, California, United States",,,,1949; 75 years ago (1949),"['Marta Benson', 'President[1]']",,,www.potterybarn.com,https://en.wikipedia.org/wiki/Pottery_Barn,,"['Paul Secon', 'Morris Secon']",,
Restoration Hardware,Retail,"Corte Madera, California, United States, since 1995; 29 years ago (1995)",,,NYSE: RHS&P 400 component,"1979; 45 years ago (1979) in Eureka, California, United States",['Gary Friedman(Chairman and CEO)'],US$3.03 billion (2023),"5,960 (2024)",rh.com,https://en.wikipedia.org/wiki/Restoration_Hardware,,,,
Ross Stores,Retail,"Dublin, California, U.S.",412.0,,Nasdaq: ROSTNasdaq-100 componentS&P 500 component,"1950Pacifica, California, U.S.[1]","['Barbara Rentler (CEO)', 'K. Gunnar Bjorklund (executive chairman)', 'Michael Balmuth (president)', 'Michael J. Hartshorn (COO)']",US$14.89 billion (2018)[4],"88,100 (2019)",rossstores.comddsdiscounts.com,https://en.wikipedia.org/wiki/Ross_Stores,"[""dd's Discounts""]",,,
Safeway,Retail / grocery,"Pleasanton, California, U.S.",,,NYSE: SWY,1915; 109 years ago (1915),"['Robert G. Miller (chairman, CEO)', 'B. Kevin Turner (vice chairman)', 'Bob Gordon (EVP and general counsel)']",,"Over 250,000 (2015, including Albertsons)",safeway.com,https://en.wikipedia.org/wiki/Safeway_Inc.,,,['Supermarket'],
Sephora,Cosmetics,"41 Rue Ybry, 92200 Neuilly-sur-Seine, France47°08′30″N 2°15′35″E﻿ / ﻿47.141791°N 2.2598276°E﻿ / 47.141791; 2.2598276",,,,"1969; 55 years ago (1969) in Paris, France[1]",['Guillaume Motte (CEO)'],Over US$10 billion (2019) (estimated)[2],,sephora.com,https://en.wikipedia.org/wiki/Sephora,,,,
Shutterfly,Photograph-derived manufacture; photo sharing,"Redwood City, California",,,,1999; 25 years ago (1999),,US$2 billion (2018),,,https://en.wikipedia.org/wiki/Shutterfly,['SnapfishLifetouchBorrowLenses'],,,
Timbuk2,Retail,"San Francisco, California, United States",,,,"San Francisco, California (1989 (1989))","['Patti Cazzato', 'CEO[1]']",,,www.timbuk2.com,https://en.wikipedia.org/wiki/Timbuk2,,,,
Walmart.com,Retail,"Bentonville, Arkansas, United States36°21′56″N 94°13′03″W﻿ / ﻿36.36556°N 94.21750°W﻿ / 36.36556; -94.21750",,,NYSE: WMTDJIA componentS&P 100 componentS&P 500 component,"July 2, 1962; 62 years ago (1962-07-02), in Rogers, Arkansas[1]","['Greg Penner (chairman)', 'Doug McMillon (president, CEO)']",US$648.12 billion (FY2024)[5],"2,100,000 (Jan. 2024)[5]",walmart.com,https://en.wikipedia.org/wiki/Walmart.com,['List of subsidiaries'],"['Sam Walton', 'Bud Walton']",['Walmart-2-Walmart'],
West Marine,Specialty retail and wholesale,"Fort Lauderdale, Florida",,,,1968,,,"5,000 (varies by season)",www.westmarine.com,https://en.wikipedia.org/wiki/West_Marine,,,,
"Williams-Sonoma, Inc.",Retail[1],"3250 Van Ness AvenueSan Francisco, California, U.S.",489.0,,NYSE: WSMS&P 400 Component,,"['Laura Alber, CEO[3]', 'Jeff Howie, CFO', 'Sameer Hassan, CTO[4]']",$8.24 billion (2021[5]),"19,300 (2024)",williams-sonomainc.com,"https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc.",,,,
Zazzle,"Internet, online retailing","Redwood City, California, United States",,,,2005; 19 years ago (2005),['Robert Beaver (CEO)'],,,zazzle.com,https://en.wikipedia.org/wiki/Zazzle,,['Robert BeaverBobby BeaverJeff Beaver'],,
Adobe Inc.,Software,"Adobe World Headquarters, San Jose, California, U.S.",285.0,,Nasdaq: ADBENasdaq-100 componentS&P 100 componentS&P 500 component,"December 1982; 42 years ago (1982-12)Mountain View, California, U.S.",['Shantanu Narayen(chairman & CEO)'],US$19.41 billion (2023),"29,945 (2023)",adobe.com,https://en.wikipedia.org/wiki/Adobe_Inc.,,"['John Warnock', 'Charles Geschke']",['SaaS'],
AppDynamics,(APM) Application Performance Management System Monitoring,"San Francisco, CA, United States",,,,2008; 16 years ago (2008),"['Jyoti Bansal, Founder, Executive Chairman, and Chief Strategist', 'Linda Tong, General Manager']",US$ 143.8 million (2015)[1],,www.appdynamics.com,https://en.wikipedia.org/wiki/AppDynamics,,,,
Autodesk,Softwaremedia & entertainmentmanufacturing & industrialbioscience,"One Market Plaza, San Francisco, California, U.S.",,,Nasdaq: ADSKNasdaq-100 componentS&P 500 component,"January 30, 1982; 42 years ago (1982-01-30), in Mill Valley, California, U.S.","['Crawford W. Beveridge (chairman)', 'Andrew Anagnost (CEO)']",US$5.50 billion (2024),"14,100 (2024)",autodesk.com,https://en.wikipedia.org/wiki/Autodesk,,"['John Walker', 'Dan Drake']",,
Box,Software,"Redwood City, California, U.S.",,,,,,US$1.04 billion (2024),,,https://en.wikipedia.org/wiki/Box_(company),,,,
Business Objects,Software,"San Jose, California and Paris, France",,,,1990; 34 years ago (1990),"['John G. Schwarz', 'CEOBernard Liautaud', 'Chairman and Founder']",,,www.sap.com,https://en.wikipedia.org/wiki/Business_Objects_(company),,,,
Cloudera,SoftwareCloud computing,"Santa Clara, California, U.S.",,,,"June 27, 2008; 16 years ago (2008-06-27)","[""Charles Sansbury (CEO)Abhas Ricky (CSO)Frank O'Dowd (CRO)""]",,,www.cloudera.com,https://en.wikipedia.org/wiki/Cloudera,,['Christophe BiscigliaAmr AwadallahJeff HammerbacherMike Olson'],['Cloud data platform'],
DocuSign,Software,"San Francisco, California, U.S.",,,Nasdaq: DOCUS&P 400 component,2003; 21 years ago (2003),"['Maggie Wilderotter (chair)[2]', 'Allan Thygesen (CEO) [3]']",US$2.76 billion (2024),"6,840 (2024)",docusign.com,https://en.wikipedia.org/wiki/DocuSign,,"['Tom Gonser', 'Court Lorenzini', 'Eric Ranft']",,
Dropbox,Cloud storageFile hosting,"San Francisco, California, U.S.",,,Nasdaq: DBX (Class A)S&P 400 component,May 2007; 17 years ago (2007-05),"['Drew Houston (CEO)', 'Timothy Young (president)', 'Tim Regan (CFO)']",US$2.50 billion (2023),"2,693 (2023)",,https://en.wikipedia.org/wiki/Dropbox_(service),,"['Drew Houston', 'Arash Ferdowsi']",,
Genesys,Software,"Menlo Park, California, U.S.",,,,1990; 34 years ago (1990),"['Tony Bates (Chairman and (CEO)', 'Brian Swartz (CFO)', 'Eva Majercsik (Chief People Officer)']",$2.0 billion[1] (2022),6000+ (2023),genesys.com,https://en.wikipedia.org/wiki/Genesys_(company),,"['Gregory Shenkman', 'Alec Miloslavsky']",,
GitHub,Collaborative version control (GitHub)AI development tools (GitHub Copilot)Blog host (GitHub Pages)Package repository (NPM),"San Francisco, California, U.S.",,,,"February 8, 2008(16 years ago) (2008-02-08) (as Logical Awesome LLC)[1]",,$1 billion (2022)[2],,,https://en.wikipedia.org/wiki/GitHub,,,,
Imperva,IT security,"San Mateo, California, United States",,,NYSE: IMPV (2011–2019),2002; 22 years ago (2002),['Pam Murphy (CEO)'],,"1,400 (2023)[1]",imperva.com,https://en.wikipedia.org/wiki/Imperva,,"['Shlomo Kramer', 'Amichai Shulman', 'Mickey Boodaei']",,
Malwarebytes,Computer softwareSecurity software,"Santa Clara, California, U.S. (Global)Cork, Ireland (EMEA)[1]",,,,"January 21, 2008; 16 years ago (2008-01-21)Illinois, U.S.","['Marcin Kleczynski (CEO/founder)', 'Tom Fox (President/CFO)', 'Barry Mainz (COO)', 'Gary Sevounts (CMO)', 'Pedro Bustamante (Chief Research & Innovation Officer)', 'Adam Hyder (CTO)', 'Mark Strassman (CPO)']",,800+[2] (2017),www.malwarebytes.com,https://en.wikipedia.org/wiki/Malwarebytes,,,,
McAfee,Computer software,"San Jose, California, U.S.",,,Nasdaq: MCFE,"1987; 37 years ago (1987)[1] as McAfee Associates, Inc. 
2017; 7 years ago (2017) as McAfee, LLC",['Craig Boundy (president and CEO)'],US$1.92 billion (2001)[2],"1,800+ (2023)[3]",mcafee.com,https://en.wikipedia.org/wiki/McAfee,,,['Computer security'],
Medallia,Customer experience,"San Francisco, California, U.S.",,,,2001; 23 years ago (2001),['Mike Lipps (CEO)'],US$477 million (2020)[1],"2,037 (January 2021)[1]",medallia.com,https://en.wikipedia.org/wiki/Medallia,,"['Borge Hald', 'Amy Pressman']",,
Mozilla,"Free software, Online advertising",San Francisco,,,,"March 31, 1998; 26 years ago (1998-03-31)",,,,mozilla.org,https://en.wikipedia.org/wiki/Mozilla,,,,
Neo4j,Software,San Mateo,,,,,,,,neo4j.com,https://en.wikipedia.org/wiki/Neo4j,,,,Graph database
New Relic,Application performance management,"San Francisco, California, U.S.",,,NYSE: NEWR (2014–23),2008; 16 years ago (2008),"['Ashan Willy (CEO)[1]', 'Lew Cirne (executive chairman)']",US$926 million (2023)[2],"2,663 (2023)[2]",newrelic.com,https://en.wikipedia.org/wiki/New_Relic,,,,
North Beach Games,Software,San Rafael[4],,,,,,,,www.cityofsanrafael.org,"https://en.wikipedia.org/wiki/San_Rafael,_California",,,,
Nutanix,Software,"San Jose, California, U.S.",,,Nasdaq: NTNX (Class A)Russell 1000 component,2009; 15 years ago (2009),['Rajiv Ramaswami (president & CEO)'],"US$2,149 million (2024)","7,150 (2024)",nutanix.com,https://en.wikipedia.org/wiki/Nutanix,,"['Dheeraj Pandey', 'Mohit Aron', 'Ajeet Singh']",,
"Objectivity, Inc.",Software,San Jose,,,,,,,,,https://en.wikipedia.org/wiki/Objectivity/DB,,,,
Palantir Technologies,Software,"Denver, Colorado, U.S.",,,Nasdaq: PLTR (Class A)S&P 500 component,2003; 21 years ago (2003),"['Peter Thiel (chairman)', 'Alex Karp (CEO)', 'Stephen Cohen (president)']",US$2.23 billion (2023),"3,735 (2023)",palantir.com,https://en.wikipedia.org/wiki/Palantir_Technologies,,"['Peter Thiel', 'Stephen Cohen', 'Alex Karp', 'Joe Lonsdale']",,
People Power Company,"Technology
Internet of Things","Palo Alto, CA, U.S.",,,,2009,,,,Official Website,https://en.wikipedia.org/wiki/People_Power_Company,,,,
Piggybackr,Software,New York metropolitan area,,,,2012,,,,piggybackr.com,https://en.wikipedia.org/wiki/Piggybackr,,,,
Pivotal Software (VMware),Computer software,"San Francisco, California, U.S.Palo Alto, California, U.S.",,,,April 2013 (2013-04),"['Paul Maritz(Chairman)Rob Mee(CEO)Bill Cook(President) Jason Hurst(Chief of Staff', 'at founding)']",US$509.4M[1] (2017),"2,971 (1Q 2020)",pivotal.io,https://en.wikipedia.org/wiki/Pivotal_Software,,,,
Qualys,CyberSecurity Company Network Security IT Security Information Security,"Foster City, California, U.S.",,,Nasdaq: QLYSS&P 400 component,1999; 25 years ago (1999),['Sumedh Thakar (president and CEO)[1]'],US$554.5 million (2023)[2],"2,188[2]",qualys.com,https://en.wikipedia.org/wiki/Qualys,,"['Philippe Langlois', 'Gilles Samoun']","['Asset management', 'IT security', 'Compliance', 'Cloud/container security', 'Web app security', 'Vulnerability management']",
Sage Intacct,Software,"San Jose, California",,,,1999; 25 years ago (1999),['Steve Hare (CEO – The Sage Group plc)'],,500 (2018),www.sageintacct.com,https://en.wikipedia.org/wiki/Sage_Intacct,,,,
SAP,Enterprise softwareBusiness softwareCloud computingConsulting,"Walldorf, Baden-Württemberg, Germany",,,FWB: SAPFWB: SAPA (ADR)OTC Pink Current: SAPGFNYSE: SAP (ADR)DAX component,"1972; 52 years ago (1972) in Weinheim, West Germany","['Pekka Ala-Pietilä (chairman[1])', 'Christian Klein (CEO)']",€31.207 billion (2023),"106,043 (2023)",sap.com,https://en.wikipedia.org/wiki/SAP_SE,,"['Dietmar Hopp', 'Hans-Werner Hector', 'Hasso Plattner', 'Klaus Tschira', 'Claus Wellenreuther']","['Applications', 'Cloud']",
ServiceNow,Enterprise software,"Santa Clara, California, U.S.",,,NYSE: NOWS&P 500 component,2003; 21 years ago (2003),"['Bill McDermott (CEO)', 'Fred Luddy (chairman)']",US$8.97 billion (2023),"22,668 (December 2023)",servicenow.com,https://en.wikipedia.org/wiki/ServiceNow,,"['Fred Luddy', 'David Loo', 'Don Goodliffe', 'Bow Ruggeri', 'Patrick Casey']","['Cloud computing', 'IT service management']",
Splunk,SoftwareCloud computing,"San Francisco, California, U.S.",,,Nasdaq: SPLK (2012–2024),October 2003; 21 years ago (2003-10),"['Gary Steele', '(Chairman & CEO)']",US$3.65 billion (2023),"≈ 8,000 (January 2023)",www.splunk.com,https://en.wikipedia.org/wiki/Splunk,,"['Michael Baum', 'Rob Das', 'Erik Swan']",,
Sybase (SAP),Software,"Dublin, California (1994–2012)",,,,"1984; 40 years ago (1984) in Berkeley, California","['Mitchell E. Kertzman, President[1]', 'John S. Chen, CEO & President']",,"3,576 (2012)",www.sybase.com,https://en.wikipedia.org/wiki/Sybase,,,,
Symantec,Software,"Tempe, Arizona, U.S.
Prague, Czech Republic",461.0,,Nasdaq: GENS&P 500 component,"March 1, 1982; 42 years ago (1982-03-01) in Sunnyvale, California, U.S.","['Frank E. Dangeard (chairman)', 'Vincent Pilette (CEO)']",US$3.81 billion (2024),"c. 3,400 (2024)",www.gendigital.com,https://en.wikipedia.org/wiki/NortonLifeLock,,,['Computer security'],
TeleNav,Location-based service,"Santa Clara, California",,,,"1999 by H.P. Jin, Sal Dhanani, Y.C. Chao and Bob Rennard",,,583,www.telenav.com,https://en.wikipedia.org/wiki/TeleNav,,,,
TIBCO Software,Software,"Stanford Research ParkPalo Alto, California, U.S.",,,Nasdaq: TIBX,1997; 27 years ago (1997),"['Tom Krause (CEO)', 'Vivek Ranadivé (Board Member)', 'Tom Berquist (CFO)']",,,www.tibco.com,https://en.wikipedia.org/wiki/TIBCO_Software,,['Vivek Ranadivé'],,
Trimble,"Geospatial, Construction, Agriculture, Transportation and Logistics, Telecommunications, Asset tracking, Mapping, Utilities, Mobile Resource Management, Government, RFID","Westminster, Colorado, U.S.",,,Nasdaq: TRMBS&P 500 component,November 1978; 46 years ago (1978-11),"['Robert Painter (CEO)', 'David G. Barnes (CFO)']",US$3.80 billion (2023),"c. 12,700 (2023)",trimble.com,https://en.wikipedia.org/wiki/Trimble_(company),,,,
VMware,Cloud computingVirtualizationComputer software,"Stanford Research ParkPalo Alto, California, U.S.",,,NYSE: VMW (2007–2023),"February 10, 1998; 26 years ago (1998-02-10)Palo Alto, California, U.S.",['Raghu Raghuram (CEO)'],US$13.4 billion (2023),"38,300 (2023)",vmware.com,https://en.wikipedia.org/wiki/VMware,,"['Mendel Rosenblum', 'Diane Greene', 'Scott Devine', 'Ellen Wang', 'Edouard Bugnion']","['Virtualization software', 'SaaS', 'Cloud']",
24 Hour Fitness,Sports,"Carlsbad, California, United States",,,,1983; 41 years ago (1983)[1],['Karl Sanft (CEO)'],,"7,500+",24hourfitness.com,https://en.wikipedia.org/wiki/24_Hour_Fitness,,,,
All Pro Wrestling,Sports,"Hayward, California",,,,1991,,,,AllProWrestling.com,https://en.wikipedia.org/wiki/All_Pro_Wrestling,,,,
Bay Area Panthers,Sports,San Jose,,,,,,,,,https://en.wikipedia.org/wiki/Bay_Area_Panthers,,,,
Fox Racing Shox,Sports,"Duluth, Georgia, U.S.",,,Nasdaq: FOXFS&P 600 component,"1977; 47 years ago (1977), in California[1]","['Mike Dennison (CEO)', 'Dennis Schemm (CFO)[2]', 'Chris Tutton (president, Sport Specialty Group)', 'Rich Winters (president, Powered Vehicle Group)[3]']",US$1.464 billion (2023)[4],"2,600 (2019)",ridefox.com,https://en.wikipedia.org/wiki/Fox_Racing_Shox,,,,
Giro,Clothing,"Scotts Valley, California, U.S.",,,,1985; 39 years ago (1985),,,,www.giro.com,https://en.wikipedia.org/wiki/Giro_(company),,,,
Golden State Warriors,Sports,San Francisco,,,,1946,,,,www.nba.com/warriors,https://en.wikipedia.org/wiki/Golden_State_Warriors,,,,
GoPro,"Technology
Videography
Consumer electronics","San Mateo, California, U.S.",,,Nasdaq: GPRO (Class A)Russell 2000 component,2002; 22 years ago (2002),['Nick Woodman (CEO)'],US$1.01 billion (2023),930 (2023),gopro.com,https://en.wikipedia.org/wiki/GoPro,"['CineForm', 'Replay', 'Splice']",,,
JumpSport,Sporting goods manufacturer,"San Jose, California, United States",,,,"Saratoga, California (May 1, 1998 (1998-05-01))",,US$13 million (2007),15 (2007),jumpsport.com,https://en.wikipedia.org/wiki/JumpSport,,,,
Kestrel USA,Sports,Santa Cruz,,,,,,,,,https://en.wikipedia.org/wiki/Kestrel_USA,,,,
Oakland A's,Sports,Oakland,,,,,,,,,https://en.wikipedia.org/wiki/Oakland_A%27s,,,,
Pac-12 Conference,Sports,"San Ramon, California",,,,1915; 109 years ago (1915)(as Pacific Coast Conference)1959; 65 years ago (1959)(as AAWU),,,,,https://en.wikipedia.org/wiki/Pac-12_Conference,,,,
San Francisco 49ers,Sports,Santa Clara,,,,,,,,49ers.com,https://en.wikipedia.org/wiki/San_Francisco_49ers,,,,
San Francisco Giants,Sports,San Francisco,,,,,,,,mlb.com/giants,https://en.wikipedia.org/wiki/San_Francisco_Giants,,,,
San Jose Barracuda,Sports,San Jose,,,,1996,,,,,https://en.wikipedia.org/wiki/San_Jose_Barracuda,,,,
San Jose Earthquakes,Sports,San Jose,,,,1994; 30 years ago (1994),,,,sjearthquakes.com,https://en.wikipedia.org/wiki/San_Jose_Earthquakes,,,,
San Jose Sharks,Sports,San Jose,,,,1991,,,,,https://en.wikipedia.org/wiki/San_Jose_Sharks,,,,
Santa Cruz Bicycles,Sports,"Santa Cruz, California, US",,,,1993; 31 years ago (1993),['Folkert Lamsvelt (CEO)[1]'],,,santacruzbicycles.com,https://en.wikipedia.org/wiki/Santa_Cruz_Bicycles,,"['Rob Roskopp', 'Mike Marquez', 'Rich Novak']",,
Santa Cruz Skateboards,Retail,"Santa Cruz, CaliforniaUnited States",,,,1973,,,,nhs-inc.com,https://en.wikipedia.org/wiki/Santa_Cruz_Skateboards,,,,
Santa Cruz Warriors,Sports,Santa Cruz,,,,1995,,,,santacruz.gleague.nba.com,https://en.wikipedia.org/wiki/Santa_Cruz_Warriors,,,,
Specialized Bicycle Components,Bicycles,"Morgan Hill, California, USA",,,,1974; 50 years ago (1974),"['Mike Sinyard', 'Founder']","US$500,000,000 (est.) (2011)[1]",1300 (2022)[1],specialized.com,https://en.wikipedia.org/wiki/Specialized_Bicycle_Components,,,,
TRX System,Sports,"San Francisco, USA",,,,2005,,,,,https://en.wikipedia.org/wiki/TRX_System,,,,
Avaya,Technology,"Morristown, New Jersey, United States",,,NYSE: AV,2000; 24 years ago (2000),['Alan Masarek (CEO)'],US$2.97 billion (2021),"8,063 (2021)",avaya.com,https://en.wikipedia.org/wiki/Avaya,,,,
Pacific Telemanagement Services,Telecommunications,San Leandro,,,,,,,,,https://en.wikipedia.org/wiki/Pacific_Telemanagement_Services,,,,
Gillig Corporation,Transit,"Livermore, California, U.S., United States",,,,"San Francisco, California, 1890 (1890)",,,,www.gillig.com,https://en.wikipedia.org/wiki/Gillig_Corporation,,,,
Lime,"Dockless electric scooter sharing, dockless bike sharing",San Francisco,,,,"January 2017; 7 years ago (2017-01)San Francisco, California, United States",['Brad Bao (Chairman)Wayne Ting (CEO)'],,,www.li.me,https://en.wikipedia.org/wiki/Lime_(transportation_company),,,,
Lyft,Vehicle for hire,"185 Berry Street, Suite 5000 San Francisco, California, U.S. 94107",,,Nasdaq: LYFT (Class A)Russell 1000 component,"June 9, 2012; 12 years ago (2012-06-09) (as Zimride)","['Logan Green (chairman)', 'John Zimmer (president)', 'David Risher (CEO)']",US$4.40 billion (2023),"2,945 (2023)",lyft.com,https://en.wikipedia.org/wiki/Lyft,['Motivate'],"['Logan Green', 'Travis Hansen', 'John Zimmer']",,
Uber,TransportationMobility as a service,"San Francisco, California, U.S.",,,NYSE: UBERDJTA componentS&P 500 component,March 2009; 15 years ago (2009-03),"['Ronald Sugar (chairman)', 'Dara Khosrowshahi (CEO)']",US$37.281 billion (2023),"30,400 (2023)",uber.com,https://en.wikipedia.org/wiki/Uber,"['Careem (2020–2023)', 'Cornershop', 'Drizly (2021–2024)', 'Postmates', 'Uber Carshare (2022-2024)', 'Uber Eats']","['Garrett Camp', 'Travis Kalanick']","['Taxi', 'Food delivery', 'Package delivery', 'Freight transport']",
